S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
8079,01-07-2020,Kerala,4442,2112,2306,24
8080,02-07-2020,Kerala,4593,2130,2439,24
8081,03-07-2020,Kerala,4753,2088,2640,25
8082,04-07-2020,Kerala,4964,2098,2841,25
8083,05-07-2020,Kerala,5204,2131,3048,25
8084,06-07-2020,Kerala,5429,2230,3174,25
8085,07-07-2020,Kerala,5622,2254,3341,27
8086,08-07-2020,Kerala,5894,2415,3452,27
8087,09-07-2020,Kerala,6195,2609,3559,27
8088,10-07-2020,Kerala,6534,2799,3708,27
8089,11-07-2020,Kerala,6950,3103,3820,27
8090,12-07-2020,Kerala,7438,3446,3963,29
8091,13-07-2020,Kerala,7873,3747,4095,31
8092,14-07-2020,Kerala,8322,4032,4257,33
8093,15-07-2020,Kerala,8930,4458,4438,34
8094,16-07-2020,Kerala,9553,4884,4634,35
8095,17-07-2020,Kerala,10275,5376,4862,37
8096,18-07-2020,Kerala,11066,6033,4995,38
8097,19-07-2020,Kerala,11659,6420,5199,40
8098,20-07-2020,Kerala,12480,7067,5371,42
8099,21-07-2020,Kerala,13274,7615,5616,43
8100,22-07-2020,Kerala,13994,8060,5890,44
8101,23-07-2020,Kerala,15032,8825,6162,45
8102,24-07-2020,Kerala,16110,9466,6594,50
8103,25-07-2020,Kerala,16995,9379,7562,54
8104,26-07-2020,Kerala,18098,9428,8611,59
8105,27-07-2020,Kerala,19025,9664,9300,61
8106,28-07-2020,Kerala,19727,9619,10045,63
8107,29-07-2020,Kerala,20894,10103,10724,67
8108,30-07-2020,Kerala,21797,10364,11365,68
8109,31-07-2020,Kerala,22303,10074,12159,70
8110,01-08-2020,Kerala,23613,10517,13023,73
8111,02-08-2020,Kerala,24742,10886,13775,81
8112,03-08-2020,Kerala,25911,11366,14463,82
8113,04-08-2020,Kerala,26873,11511,15278,84
8114,05-08-2020,Kerala,27956,11570,16299,87
8115,06-08-2020,Kerala,29151,11524,17533,94
8116,07-08-2020,Kerala,30449,12019,18333,97
8117,08-08-2020,Kerala,31700,12451,19147,102
8118,09-08-2020,Kerala,33120,12152,20862,106
8119,10-08-2020,Kerala,34331,12391,21832,108
8120,11-08-2020,Kerala,35515,12784,22616,115
8121,12-08-2020,Kerala,36932,12770,24042,120
8122,13-08-2020,Kerala,38144,13096,24922,126
8123,14-08-2020,Kerala,39708,13891,25688,129
8124,15-08-2020,Kerala,41277,14146,26992,139
8125,16-08-2020,Kerala,42885,14944,27795,146
8126,17-08-2020,Kerala,44415,15365,28894,156
8127,18-08-2020,Kerala,46140,15946,30025,169
8128,19-08-2020,Kerala,47898,16333,31390,175
8129,20-08-2020,Kerala,50231,17442,32607,182
8130,21-08-2020,Kerala,52199,18184,33824,191
8131,22-08-2020,Kerala,54182,18736,35243,203
8132,23-08-2020,Kerala,56354,19601,36535,218
8133,24-08-2020,Kerala,58262,20394,37645,223
8134,25-08-2020,Kerala,59504,20387,38883,234
8135,26-08-2020,Kerala,61879,21296,40339,244
8136,27-08-2020,Kerala,64355,22408,41690,257
8137,28-08-2020,Kerala,66761,22737,43757,267
8138,29-08-2020,Kerala,69304,23176,45854,274
8139,30-08-2020,Kerala,71701,23342,48079,280
8140,31-08-2020,Kerala,73855,23719,49849,287
8141,01-09-2020,Kerala,75385,23553,51538,294
8142,02-09-2020,Kerala,76525,22578,53649,298
8143,03-09-2020,Kerala,78072,21989,55778,305
8144,04-09-2020,Kerala,79625,21582,57728,315
8145,05-09-2020,Kerala,82104,21334,60444,326
8146,06-09-2020,Kerala,84759,21867,62555,337
8147,07-09-2020,Kerala,87841,22743,64751,347
8148,08-09-2020,Kerala,89489,22133,66997,359
8149,09-09-2020,Kerala,92515,23280,68863,372
8150,10-09-2020,Kerala,95917,24616,70917,384
8151,11-09-2020,Kerala,99266,26292,72578,396
8152,12-09-2020,Kerala,102254,27944,73900,410
8153,13-09-2020,Kerala,105139,28870,75844,425
8154,14-09-2020,Kerala,108278,30140,77699,439
8155,15-09-2020,Kerala,110818,30555,79809,454
8156,16-09-2020,Kerala,114033,31226,82341,466
8157,17-09-2020,Kerala,117863,32775,84608,480
8158,18-09-2020,Kerala,122214,34380,87345,489
8159,19-09-2020,Kerala,126381,35795,90085,501
8160,20-09-2020,Kerala,131005,37535,92951,519
8161,21-09-2020,Kerala,135721,39484,95702,535
8162,22-09-2020,Kerala,138631,39354,98724,553
8163,23-09-2020,Kerala,142756,40453,101731,572
8164,24-09-2020,Kerala,148132,42858,104682,592
8165,25-09-2020,Kerala,154456,45993,107850,613
8166,26-09-2020,Kerala,160933,48967,111331,635
8167,27-09-2020,Kerala,167939,52753,114530,656
8168,28-09-2020,Kerala,175384,56786,117921,677
8169,29-09-2020,Kerala,179922,57957,121268,697
8170,30-09-2020,Kerala,187276,61869,124688,719
8171,01-10-2020,Kerala,196106,67140,128224,742
8172,02-10-2020,Kerala,204241,72418,131052,771
8173,03-10-2020,Kerala,213499,77564,135144,791
8174,04-10-2020,Kerala,221333,80900,139620,813
8175,05-10-2020,Kerala,229886,84579,144471,836
8176,06-10-2020,Kerala,234928,84958,149111,859
8177,07-10-2020,Kerala,242799,87823,154092,884
8178,08-10-2020,Kerala,253405,92246,160253,906
8179,09-10-2020,Kerala,258850,90664,167256,930
8180,10-10-2020,Kerala,268100,91841,175304,955
8181,11-10-2020,Kerala,279855,96003,182874,978
8182,12-10-2020,Kerala,289202,96401,191798,1003
8183,13-10-2020,Kerala,295132,94473,199634,1025
8184,14-10-2020,Kerala,303896,95493,207357,1046
8185,15-10-2020,Kerala,310140,93925,215149,1066
8186,16-10-2020,Kerala,317929,94609,222231,1089
8187,17-10-2020,Kerala,325212,95101,228998,1113
8188,18-10-2020,Kerala,334228,96100,236989,1139
8189,19-10-2020,Kerala,341859,95299,245399,1161
8190,20-10-2020,Kerala,346881,92831,252868,1182
8191,21-10-2020,Kerala,353472,92023,260243,1206
8192,22-10-2020,Kerala,361841,93527,267082,1232
8193,23-10-2020,Kerala,369323,93393,274675,1255
8194,24-10-2020,Kerala,377834,95760,280793,1281
8195,25-10-2020,Kerala,386087,97520,287261,1306
8196,26-10-2020,Kerala,392930,96688,294910,1332
8197,27-10-2020,Kerala,397217,93848,302017,1352
8198,28-10-2020,Kerala,402674,92266,309032,1376
8199,29-10-2020,Kerala,411464,93369,316692,1403
8200,30-10-2020,Kerala,418484,91889,325166,1429
8201,31-10-2020,Kerala,425122,90671,332994,1457
8202,01-11-2020,Kerala,433105,91297,340324,1484
8203,02-11-2020,Kerala,440130,89783,348835,1512
8204,03-11-2020,Kerala,444268,86792,355943,1533
8205,04-11-2020,Kerala,451130,84826,364745,1559
8206,05-11-2020,Kerala,459646,85108,372951,1587
8207,06-11-2020,Kerala,466466,84203,380650,1613
8208,07-11-2020,Kerala,473468,83324,388504,1640
8209,08-11-2020,Kerala,480669,83377,395624,1668
8210,09-11-2020,Kerala,486109,81940,402477,1692
8211,10-11-2020,Kerala,489702,79528,408460,1714
8212,11-11-2020,Kerala,495712,78812,415158,1742
8213,12-11-2020,Kerala,502719,78538,422410,1771
8214,13-11-2020,Kerala,508256,77931,428529,1796
8215,14-11-2020,Kerala,514060,77508,434730,1822
8216,15-11-2020,Kerala,520417,77046,441523,1848
8217,16-11-2020,Kerala,524998,74922,448207,1869
8218,17-11-2020,Kerala,527708,71046,454774,1888
8219,18-11-2020,Kerala,533500,70191,461394,1915
8220,19-11-2020,Kerala,539919,69516,468460,1943
8221,20-11-2020,Kerala,545641,68352,475320,1969
8222,21-11-2020,Kerala,551669,67954,481718,1997
8223,22-11-2020,Kerala,557441,66982,488437,2022
8224,23-11-2020,Kerala,562695,65982,494664,2049
8225,24-11-2020,Kerala,566452,64292,500089,2071
8226,25-11-2020,Kerala,571872,64539,505238,2095
8227,26-11-2020,Kerala,578363,65234,511008,2121
8228,27-11-2020,Kerala,583741,64615,516978,2148
8229,28-11-2020,Kerala,587707,64014,521522,2171
8230,29-11-2020,Kerala,593957,64964,526797,2196
8231,30-11-2020,Kerala,599600,64719,532658,2223
8232,01-12-2020,Kerala,602982,62025,538713,2244
8233,02-12-2020,Kerala,608357,61223,544864,2270
8234,03-12-2020,Kerala,614673,61587,550788,2298
8235,04-12-2020,Kerala,620049,61342,556378,2329
8236,05-12-2020,Kerala,625767,61535,561874,2358
8237,06-12-2020,Kerala,631615,61531,567694,2390
8238,07-12-2020,Kerala,636392,61063,572911,2418
8239,08-12-2020,Kerala,639664,59607,577616,2441
8240,09-12-2020,Kerala,644696,59873,582351,2472
8241,10-12-2020,Kerala,649571,60066,586998,2507
8242,11-12-2020,Kerala,654041,59663,591845,2533
8243,12-12-2020,Kerala,658683,59528,596593,2562
8244,13-12-2020,Kerala,664632,60177,601861,2594
8245,14-12-2020,Kerala,669330,59588,607119,2623
8246,15-12-2020,Kerala,672037,57790,611600,2647
8247,17-12-2020,Kerala,683440,58339,622394,2707
8248,18-12-2020,Kerala,688409,58311,627364,2734
8249,19-12-2020,Kerala,693865,59043,632065,2757
8250,20-12-2020,Kerala,700158,60558,636814,2786
8251,21-12-2020,Kerala,705869,61768,641285,2816
8252,22-12-2020,Kerala,709292,60670,645779,2843
8253,23-12-2020,Kerala,715341,61635,650836,2870
8254,24-12-2020,Kerala,721510,62974,655644,2892
8255,25-12-2020,Kerala,726687,63328,660445,2914
8256,26-12-2020,Kerala,732084,64203,664951,2930
8257,27-12-2020,Kerala,735611,63927,668733,2951
8258,28-12-2020,Kerala,740516,65344,672196,2976
8259,29-12-2020,Kerala,743563,64205,676368,2990
8260,30-12-2020,Kerala,749450,65039,681397,3014
8261,31-12-2020,Kerala,755718,65572,687104,3042
8262,03-01-2021,Kerala,771252,65560,702576,3116
8263,04-01-2021,Kerala,775852,65467,707244,3141
8264,05-01-2021,Kerala,778873,63324,712389,3160
8265,06-01-2021,Kerala,784488,63993,717311,3184
8266,07-01-2021,Kerala,790882,65252,722421,3209
8267,08-01-2021,Kerala,795933,64639,728060,3234
8268,09-01-2021,Kerala,801075,64434,733384,3257
8269,10-01-2021,Kerala,806603,64516,738808,3279
8270,11-01-2021,Kerala,811148,64379,743467,3302
8271,12-01-2021,Kerala,814258,63547,747389,3322
8272,13-01-2021,Kerala,819765,64759,751659,3347
8273,14-01-2021,Kerala,825769,65579,756817,3373
8274,15-01-2021,Kerala,831259,66713,761154,3392
8275,16-01-2021,Kerala,836883,67711,765757,3415
8276,17-01-2021,Kerala,842843,68633,770768,3442
8277,18-01-2021,Kerala,847848,69209,775176,3463
8278,19-01-2021,Kerala,851194,68617,779097,3480
8279,20-01-2021,Kerala,857380,70481,783393,3506
8280,21-01-2021,Kerala,864195,69914,790757,3524
8281,22-01-2021,Kerala,870529,69998,796986,3545
8282,23-01-2021,Kerala,877282,70624,803094,3564
8283,24-01-2021,Kerala,884242,72278,808377,3587
8284,25-01-2021,Kerala,890278,73121,813550,3607
8285,27-01-2021,Kerala,899932,71843,824446,3643
8286,28-01-2021,Kerala,905591,72476,829452,3663
8287,29-01-2021,Kerala,911362,72634,835046,3682
8288,30-01-2021,Kerala,917630,72482,841444,3704
8289,31-01-2021,Kerala,923912,71714,848476,3722
8290,01-02-2021,Kerala,929178,71229,854206,3743
8291,02-02-2021,Kerala,932637,69456,859421,3760
8292,03-02-2021,Kerala,938353,69409,865168,3776
8293,04-02-2021,Kerala,944709,69365,871548,3796
8294,05-02-2021,Kerala,950811,69109,877889,3813
8295,06-02-2021,Kerala,956421,68047,884542,3832
8296,07-02-2021,Kerala,962363,67795,890720,3848
8297,08-02-2021,Kerala,968438,67903,896668,3867
8298,09-02-2021,Kerala,972180,65670,902627,3883
8299,10-02-2021,Kerala,977394,64390,909102,3902
8300,11-02-2021,Kerala,983374,64607,914847,3920
8301,12-02-2021,Kerala,988655,64180,920539,3936
8302,13-02-2021,Kerala,994052,64227,925871,3954
8303,14-02-2021,Kerala,999523,63847,931706,3970
8304,15-02-2021,Kerala,1004135,63752,936398,3985
8305,16-02-2021,Kerala,1007019,61550,941471,3998
8306,17-02-2021,Kerala,1011956,61030,946910,4016
8307,18-02-2021,Kerala,1016848,61074,951742,4032
8308,19-02-2021,Kerala,1021432,60451,956935,4046
8309,20-02-2021,Kerala,1025937,60087,961789,4061
8310,21-02-2021,Kerala,1030587,58883,967630,4074
8311,22-02-2021,Kerala,1034657,58593,971975,4089
8312,23-02-2021,Kerala,1036869,55752,977012,4105
8313,24-02-2021,Kerala,1040903,54949,981835,4119
8314,25-02-2021,Kerala,1045009,53153,987720,4136
8315,26-02-2021,Kerala,1048686,52164,992372,4150
8316,27-02-2021,Kerala,1052357,51679,996514,4164
8317,01-03-2021,Kerala,1059403,49709,1005497,4197
8318,02-03-2021,Kerala,1061341,48159,1008972,4210
8319,03-03-2021,Kerala,1064279,47569,1012484,4226
8320,04-03-2021,Kerala,1067044,46288,1016515,4241
8321,06-03-2021,Kerala,1072436,43856,1024309,4271
8322,07-03-2021,Kerala,1075227,43114,1027826,4287
8323,08-03-2021,Kerala,1077327,41162,1031865,4300
8324,09-03-2021,Kerala,1078739,39532,1034895,4312
8325,10-03-2021,Kerala,1081055,37446,1039281,4328
8326,11-03-2021,Kerala,1083530,35715,1043473,4342
8327,13-03-2021,Kerala,1087443,32471,1050603,4369
8328,14-03-2021,Kerala,1089478,31238,1053859,4381
8329,15-03-2021,Kerala,1091270,29777,1057097,4396
8330,16-03-2021,Kerala,1092324,27357,1060560,4407
8331,17-03-2021,Kerala,1094294,26428,1063444,4422
8332,18-03-2021,Kerala,1096392,25698,1066259,4435
8333,19-03-2021,Kerala,1098291,25463,1068378,4450
8334,20-03-2021,Kerala,1100275,25465,1070343,4467
8335,21-03-2021,Kerala,1102353,25317,1072554,4482
8336,22-03-2021,Kerala,1104228,24928,1074805,4495
8337,23-03-2021,Kerala,1105467,24389,1076571,4507
8338,24-03-2021,Kerala,1107452,24192,1078743,4517
8339,25-03-2021,Kerala,1109908,24578,1080803,4527
8340,27-03-2021,Kerala,1113722,24584,1084585,4553
8341,28-03-2021,Kerala,1115777,24541,1086669,4567
8342,29-03-2021,Kerala,1117993,24892,1088522,4579
8343,30-03-2021,Kerala,1119542,24533,1090419,4590
8344,31-03-2021,Kerala,1121931,24960,1092365,4606
8345,01-04-2021,Kerala,1124584,25559,1094404,4621
8346,02-04-2021,Kerala,1127382,26511,1096239,4632
8347,03-04-2021,Kerala,1129890,26718,1098526,4646
8348,04-04-2021,Kerala,1132431,27587,1100186,4658
8349,05-04-2021,Kerala,1135233,28206,1102359,4668
8350,06-04-2021,Kerala,1137590,28685,1104225,4680
8351,07-04-2021,Kerala,1141092,30275,1106123,4694
8352,08-04-2021,Kerala,1144594,31806,1108078,4710
8353,09-04-2021,Kerala,1148947,33936,1110283,4728
8354,10-04-2021,Kerala,1154010,36502,1112758,4750
8355,11-04-2021,Kerala,1160204,40095,1115342,4767
8356,12-04-2021,Kerala,1167190,44707,1117700,4783
8357,13-04-2021,Kerala,1172882,47914,1120174,4794
8358,14-04-2021,Kerala,1180397,52450,1123133,4814
8359,15-04-2021,Kerala,1189175,58564,1125775,4836
8360,16-04-2021,Kerala,1197301,63970,1128475,4856
8361,17-04-2021,Kerala,1207332,70188,1132267,4877
8362,18-04-2021,Kerala,1221167,80342,1135921,4904
8363,19-04-2021,Kerala,1239424,94009,1140486,4929
8364,20-04-2021,Kerala,1253068,103327,1144791,4950
8365,21-04-2021,Kerala,1272645,118996,1148671,4978
8366,22-04-2021,Kerala,1295059,135957,1154102,5000
8367,23-04-2021,Kerala,1322054,156554,1160472,5028
8368,24-04-2021,Kerala,1350501,179311,1166135,5055
8369,25-04-2021,Kerala,1377186,198904,1173202,5080
8370,26-04-2021,Kerala,1405655,219221,1181324,5110
8371,27-04-2021,Kerala,1427545,233140,1189267,5138
8372,28-04-2021,Kerala,1460364,247514,1207680,5170
8373,29-04-2021,Kerala,1495377,266981,1223185,5211
8374,30-04-2021,Kerala,1533984,284424,1244301,5259
8375,01-05-2021,Kerala,1571183,304074,1261801,5308
8376,02-05-2021,Kerala,1606819,324169,1277294,5356
8377,03-05-2021,Kerala,1638778,339783,1293590,5405
8378,04-05-2021,Kerala,1664789,346230,1313109,5450
8379,05-05-2021,Kerala,1701979,357215,1339257,5507
8380,06-05-2021,Kerala,1743932,376004,1362363,5565
8381,07-05-2021,Kerala,1786396,391253,1389515,5628
8382,08-05-2021,Kerala,1824856,402997,1416177,5682
8383,09-05-2021,Kerala,1866827,417448,1443633,5746
8384,10-05-2021,Kerala,1902628,423863,1472951,5814
8385,11-05-2021,Kerala,1930115,420076,1504160,5879
8386,12-05-2021,Kerala,1967405,424309,1537138,5958
8387,13-05-2021,Kerala,2010934,433143,1571738,6053
8388,14-05-2021,Kerala,2010934,433143,1571738,6053
8389,15-05-2021,Kerala,2050889,439268,1605471,6150
8390,16-05-2021,Kerala,2118263,445692,1666232,6339
8391,17-05-2021,Kerala,2147967,441011,1700528,6428
8392,18-05-2021,Kerala,2169369,362675,1800179,6515
8393,19-05-2021,Kerala,2200706,347989,1846105,6612
8394,20-05-2021,Kerala,2233468,332226,1894518,6724
8395,21-05-2021,Kerala,2263959,318220,1938887,6852
8396,22-05-2021,Kerala,2293632,306719,1979919,6994
8397,23-05-2021,Kerala,2322146,289657,2025319,7170
8398,24-05-2021,Kerala,2347966,277973,2062635,7358
8399,25-05-2021,Kerala,2365787,259559,2098674,7554
8400,26-05-2021,Kerala,2395590,255788,2132071,7731
8401,27-05-2021,Kerala,2424388,248910,2167596,7882
8402,28-05-2021,Kerala,2448554,242356,2198135,8063
8403,30-05-2021,Kerala,2494385,233425,2252505,8455
8404,31-05-2021,Kerala,2514279,224120,2281518,8641
8405,01-06-2021,Kerala,2526579,207379,2310385,8815
8406,02-06-2021,Kerala,2546339,202828,2334502,9009
8407,03-06-2021,Kerala,2566000,192568,2364210,9222
8408,04-06-2021,Kerala,2584853,184699,2390779,9375
8409,05-06-2021,Kerala,2601082,174933,2416639,9510
8410,06-06-2021,Kerala,2618410,168049,2440642,9719
8411,07-06-2021,Kerala,2633082,161065,2462071,9946
8412,08-06-2021,Kerala,2642395,148246,2483992,10157
8413,09-06-2021,Kerala,2657962,143670,2504011,10281
8414,10-06-2021,Kerala,2674166,139481,2524248,10437
8415,11-06-2021,Kerala,2688590,135717,2542242,10631
8416,12-06-2021,Kerala,2702823,134422,2557597,10804
8417,13-06-2021,Kerala,2716655,129911,2575769,10975
8418,14-06-2021,Kerala,2728239,123433,2593625,11181
8419,15-06-2021,Kerala,2735958,114248,2610368,11342
8420,16-06-2021,Kerala,2748204,112792,2623904,11508
8421,17-06-2021,Kerala,2761474,110226,2639593,11655
8422,18-06-2021,Kerala,2773943,108993,2653207,11743
8423,19-06-2021,Kerala,2785304,108117,2665354,11833
8424,20-06-2021,Kerala,2797747,107300,2678499,11948
8425,21-06-2021,Kerala,2809394,106376,2690958,12060
8426,22-06-2021,Kerala,2816843,100135,2704554,12154
8427,23-06-2021,Kerala,2829460,100881,2716284,12295
8428,25-06-2021,Kerala,2854325,100308,2741436,12581
8429,26-06-2021,Kerala,2865871,100680,2752492,12699
8430,27-06-2021,Kerala,2877989,101556,2763616,12817
8431,28-06-2021,Kerala,2888894,100048,2775967,12879
8432,29-06-2021,Kerala,2896957,96472,2787496,12989
8433,30-06-2021,Kerala,2910507,99635,2797779,13093
8434,01-07-2021,Kerala,2924165,101343,2809587,13235
8435,02-07-2021,Kerala,2937033,102523,2821151,13359
8436,03-07-2021,Kerala,2949128,104229,2831394,13505
8437,04-07-2021,Kerala,2961584,104035,2843909,13640
8438,05-07-2021,Kerala,2973684,104508,2855460,13716
8439,06-07-2021,Kerala,2981721,101097,2866806,13818
8440,07-07-2021,Kerala,2996094,104577,2877557,13960
8441,08-07-2021,Kerala,3011694,108400,2889186,14108
8442,09-07-2021,Kerala,3025466,110616,2900600,14250
8443,10-07-2021,Kerala,3039029,113595,2911054,14380
8444,11-07-2021,Kerala,3053116,115706,2922921,14489
8445,12-07-2021,Kerala,3065336,115327,2935423,14586
8446,13-07-2021,Kerala,3073134,111578,2946870,14686
8447,14-07-2021,Kerala,3087673,115662,2957201,14810
8448,12-03-2020,Ladakh,3,3,0,0
8449,13-03-2020,Ladakh,3,3,0,0
8450,14-03-2020,Ladakh,3,3,0,0
8451,15-03-2020,Ladakh,3,3,0,0
8452,16-03-2020,Ladakh,4,4,0,0
8453,17-03-2020,Ladakh,6,6,0,0
8454,18-03-2020,Ladakh,8,8,0,0
8455,19-03-2020,Ladakh,8,8,0,0
8456,20-03-2020,Ladakh,10,10,0,0
8457,21-03-2020,Ladakh,13,13,0,0
8458,22-03-2020,Ladakh,13,13,0,0
8459,23-03-2020,Ladakh,13,13,0,0
8460,24-03-2020,Ladakh,13,13,0,0
8461,25-03-2020,Ladakh,13,13,0,0
8462,26-03-2020,Ladakh,13,13,0,0
8463,27-03-2020,Ladakh,13,10,3,0
8464,28-03-2020,Ladakh,13,10,3,0
8465,29-03-2020,Ladakh,13,10,3,0
8466,30-03-2020,Ladakh,13,10,3,0
8467,31-03-2020,Ladakh,13,10,3,0
8468,01-04-2020,Ladakh,13,10,3,0
8469,02-04-2020,Ladakh,13,10,3,0
8470,03-04-2020,Ladakh,14,11,3,0
8471,04-04-2020,Ladakh,14,11,3,0
8472,05-04-2020,Ladakh,14,4,10,0
8473,06-04-2020,Ladakh,14,4,10,0
8474,07-04-2020,Ladakh,14,4,10,0
8475,08-04-2020,Ladakh,14,4,10,0
8476,09-04-2020,Ladakh,14,4,10,0
8477,10-04-2020,Ladakh,15,5,10,0
8478,11-04-2020,Ladakh,15,5,10,0
8479,12-04-2020,Ladakh,15,5,10,0
8480,13-04-2020,Ladakh,15,5,10,0
8481,14-04-2020,Ladakh,15,5,10,0
8482,15-04-2020,Ladakh,17,7,10,0
8483,16-04-2020,Ladakh,17,7,10,0
8484,17-04-2020,Ladakh,18,4,14,0
8485,18-04-2020,Ladakh,18,4,14,0
8486,19-04-2020,Ladakh,18,4,14,0
8487,20-04-2020,Ladakh,18,4,14,0
8488,21-04-2020,Ladakh,18,4,14,0
8489,22-04-2020,Ladakh,18,4,14,0
8490,23-04-2020,Ladakh,18,4,14,0
8491,24-04-2020,Ladakh,18,4,14,0
8492,25-04-2020,Ladakh,20,6,14,0
8493,26-04-2020,Ladakh,20,6,14,0
8494,27-04-2020,Ladakh,20,6,14,0
8495,28-04-2020,Ladakh,20,6,14,0
8496,29-04-2020,Ladakh,22,6,16,0
8497,30-04-2020,Ladakh,22,6,16,0
8498,01-05-2020,Ladakh,22,6,16,0
8499,02-05-2020,Ladakh,22,5,17,0
8500,03-05-2020,Ladakh,22,5,17,0
8501,04-05-2020,Ladakh,41,24,17,0
8502,05-05-2020,Ladakh,41,24,17,0
8503,06-05-2020,Ladakh,41,24,17,0
8504,07-05-2020,Ladakh,41,24,17,0
8505,08-05-2020,Ladakh,42,25,17,0
8506,09-05-2020,Ladakh,42,25,17,0
8507,10-05-2020,Ladakh,42,25,17,0
8508,11-05-2020,Ladakh,42,21,21,0
8509,12-05-2020,Ladakh,42,21,21,0
8510,13-05-2020,Ladakh,42,21,21,0
8511,14-05-2020,Ladakh,43,21,22,0
8512,15-05-2020,Ladakh,43,21,22,0
8513,16-05-2020,Ladakh,43,21,22,0
8514,17-05-2020,Ladakh,43,21,22,0
8515,18-05-2020,Ladakh,43,19,24,0
8516,19-05-2020,Ladakh,43,2,41,0
8517,20-05-2020,Ladakh,43,0,43,0
8518,21-05-2020,Ladakh,44,1,43,0
8519,22-05-2020,Ladakh,44,1,43,0
8520,23-05-2020,Ladakh,44,1,43,0
8521,24-05-2020,Ladakh,49,6,43,0
8522,25-05-2020,Ladakh,52,9,43,0
8523,26-05-2020,Ladakh,52,9,43,0
8524,27-05-2020,Ladakh,53,10,43,0
8525,28-05-2020,Ladakh,53,10,43,0
8526,29-05-2020,Ladakh,73,30,43,0
